RESPONSÁVEL;CLIENTE;BANDEIRA;NOME PDV NOVO;NOME PDV ANTIGO;CNPJ;ENDEREÇO;CANAL;STORE TYPE;RESPONSÁVEL;ROTA;CIDADE;UF;CEP;REGIONAL
RODRIGO ALMEIDA;FRIOPECAS;FRIOPECAS;S00986 - FRIOPECAS - AVENIDA. MALAMEDA MASCARENHAS DE MORAIS - 2683 - IMBIRIBEIRA - PE;FRIOPECAS - IMBIRIBEIRA/PE;9,31611E+12;Avenida. Malameda Mascarenhas De Morais , 2683;ESPECIALIZADO;ESPECIALIZADO;LUIZ FALCAO DE SOUZA NETO;NE_2;IMBIRIBEIRA;PE;51150001;NORDESTE
RODRIGO ALMEIDA;FRIOPECAS;FRIOPECAS;S01362 - FRIOPECAS - AVENIDA. AILTON GOMES - 1491 - JUAZEIRO DO NORTE - CE;FRIOPECAS - JUAZEIRO DO NORTE/CE;9,31611E+12;Avenida. Ailton Gomes, 1491;ESPECIALIZADO;ESPECIALIZADO;LUIZ FALCAO DE SOUZA NETO;NE_2;JUAZEIRO DO NORTE;CE;63030120;NORDESTE
RODRIGO ALMEIDA;FRIOPECAS;FRIOPECAS;S00200 - FRIOPECAS - RUA BARAO DE ATALAIA - 603 - MACEIO - AL;FRIOPECAS - MACEIO/AL;9,31611E+12;Rua Barao De Atalaia, 603;ESPECIALIZADO;ESPECIALIZADO;LUIZ FALCAO DE SOUZA NETO;NE_2;MACEIO;AL;57020510;NORDESTE
RODRIGO ALMEIDA;FRIOPECAS;FRIOPECAS;S00633 - FRIOPECAS - RUA TEIXEIRA RIBEIRO - 275 - RIO DE JANEIRO - RJ;FRIOPECAS - RIO DE JANEIRO/RJ;9,31611E+12;Rua Teixeira Ribeiro, 275;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;RIO DE JANEIRO;RJ;21040450;SUDESTE
RODRIGO ALMEIDA;FRIOPECAS;FRIOPECAS;S00390 - FRIOPECAS - ALAMEDA GLETE - 812 - SAO PAULO - SP;FRIOPECAS - SAO PAULO/SP;9,31611E+12;Alameda Glete, 812;ESPECIALIZADO;ESPECIALIZADO;LIEDY AQUINO GOMES DOS SANTOS;SPC1;SÃO PAULO;SP;1215001;SUDESTE
RODRIGO ALMEIDA;FRIOPECAS;FRIOPECAS;S00129 - FRIOPECAS - AV CIVIT I - 1295 - SERRA - ES;FRIOPECAS - SERRA/ES;9,31611E+12;Av Civit I, 1295, Galpaoarea B1;ESPECIALIZADO;ESPECIALIZADO;DIOGO DO NASCIMENTO SANTOS;RJ;SERRA;ES;29170740;SUDESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S07339 - FUJIOKA - APARECIDA DE GOIANIA GARAVELO/GO;FUJIOKA - APARECIDA DE GOIANIA GARAVELO/GO;1,00871E+12;Avenida Da Igualdade, Qd 111 Lote 04 E 05;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;APARECIDA DE GOIANIA;GO;74930530;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S04747 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - S61 - BRASILIA - DF;04747 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - S61 - BRASILIA - DF;1,00871E+12;ST SDN - SETOR DE DIVERSOES NORTE;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BRASILIA;DF;70077900;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S06014 - FUJIOKA - SHD PROJECAO N LJS 13 15 17 18 19 E 20 - SN - BRASILIA - DF;06014 - FUJIOKA - SHD PROJECAO N LJS 13 15 17 18 19 E 20 - SN - BRASILIA - DF;1,00871E+12;SHD - PROJECAO N LJS 13,15,17,18,19 E 20;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BRASILIA;DF;70077900;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S09463 - FUJIOKA - AVENIDA BRASIL - 360 - ANAPOLIS - GO;FUJIOKA - ANAPOLIS/GO;1,00871E+12;Av. Brasil Norte, 360 - Andracel Center;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;Anapolis;GO;;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S03180 - FUJIOKA - CONJUNTO CNM 02 - SN - BRASILIA - DF;FUJIOKA - CEILANDIA/DF;1,00871E+12;Quadra Cnm 02 Lts 01 E 02 Bl C Lj 01 E 02;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BRASILIA;DF;72210500;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S05204 - FUJIOKA - BURITI SHOPPING APARECIDA DE GOIANIA - APARECIDA DE GOIANIA - GO;FUJIOKA - APARECIDA DE GOIANIA/GO;1,00871E+12;Av. da Igualdade, 731 - QD. 111 - Lt.05 - St. Garavelo;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;Goiania;GO;;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S02965 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - T18 - BRASILIA - DF;FUJIOKA - CONJUNTO T-18 BRASILIA/DF;1,00871E+12;SDN Conj. A - Lj. T-18 Térreo CNB - Asa Norte;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;Brasilia;DF;;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S01560 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - T22 - BRASILIA - DF;FUJIOKA - CONJUNTO T-22 BRASILIA/DF;1,00871E+12;SDN Conj. A - Lj. T-22 Térreo CNB - Asa Norte;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;Brasilia;DF;;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S10127 - FUJIOKA - JK SHOPPING - BRASILIA - DF;FUJIOKA - JK SHOPPING BRASILIA/DF;1,00871E+12;Qnm Qd 34 Área Especial 01, Lojas 156, 157 E 158;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BRASILIA;DF;72145450;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S00598 - FUJIOKA - AVENIDA ANHANGUERA - 4714 - GOIANIA - GO;FUJIOKA - CENTRO/GO;1,00871E+12;Av. Anhanguera, 4714 - Qd. 52 Lt. 69 - Centro;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;Goiania;GO;;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S08734 - FUJIOKA - AVENIDA RECANTO DAS EMAS QUADRA 103 LOTE 17 - SN - BRASILIA - DF;FUJIOKA - RECANTO DAS EMAS BRASILIA/DF;1,00871E+12;Avenida Recanto Das Emas, Qd 103 Lt 17, Loja;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;BRASILIA;DF;72600323;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S02108 - FUJIOKA - TAGUATINGA SHOPPING - BRASILIA - DF;FUJIOKA - SHOPPING BRASILIA/DF;1,00871E+12;Qs 01 Rua 210 Lote 40 Salao Comerc, 1051A1054, 1108, 1109;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BRASILIA;DF;71950904;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S07410 - FUJIOKA - FORMOSA/GO;FUJIOKA - FORMOSA/GO;1,00871E+12;Rua Vsconde De Porto Seguro, 18 Quadra 015 Lote 18;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;FORMOSA;GO;73801010;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S05638 - FUJIOKA - GOIANIA SHOPPING - GOIANIA - GO;FUJIOKA - GOIANIA SHOPPING/GO;1,00871E+12;Avenida T;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;GOIANIA;GO;74210972;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S07258 - FUJIOKA - RUA RUA GOIAS - 690 - INHUMAS - GO;FUJIOKA - INHUMAS/GO;1,00871E+12;Rua Goias Esq C/ Cezario Silva, 690 Qd 32 Lt 19;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;INHUMAS;GO;75400000;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S03694 - FUJIOKA - PARK SHOPPING BRASILIA - BRASILIA - DF;FUJIOKA - JK SHOPPING;1,00871E+12;St. M-Norte QD 34 S/N Área Especial 1 LJS 156, 157 E 158 - Taguatinga;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;Brasilia;DF;;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S07177 - FUJIOKA - AGUAS LINDAS GOIANIA/GO;FUJIOKA - AGUAS LINDAS GOIANIA/GO;1,00871E+12;Avenida Jk, Qd21 Lt 05;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;GOIANIA;GO;72910000;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S00911 - FUJIOKA - ANAPOLIS;FUJIOKA - PORTELA ANAPOLIS/GO;1,00871E+12;R. Eng. Portela, 186 - St. Central;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;Anapolis;GO;;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S03422 - FUJIOKA - AVENIDA PRESIDENTE VARGAS - 550 - RIO VERDE - GO;FUJIOKA - PRESIDENTE RIO VERDE/GO;1,00871E+12;Avenida Presidente Vargas, 550;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;RIO VERDE;GO;74945300;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S00326 - FUJIOKA - CAICARA;FUJIOKA - CAICARA GOIANIA/GO;1,00871E+12;Av. 24 de Outubro, 1245 - Quadra 40, Lote 02 - St. Campinas;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;Goiania;GO;;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S10399 - FUJIOKA - SENADOR CANEDO/GO;FUJIOKA - SENADOR CANEDO/GO;1,00871E+12;Avenida Dom Emanuel, 1362 Qd01G Lt25;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;SENADOR CANEDO;GO;74430180;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S11875 - FUJIOKA - SHOPPING PASSEIO DAS AGUAS - GOIANIA - GO;FUJIOKA - PASSEIO DAS AGUAS SHOPPING GOIANIA/GO;1,00871E+12;Avenida Perimetral Norte, 8303 Qd Lote B T 93/97;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;GOIANIA;GO;74463330;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S01055 - FUJIOKA - FLAMBOYANT SHOPPING CENTER - GOIANIA - GO;FUJIOKA - SHOPPING CENTER GOIANIA/GO;1,00871E+12;Avenida Dep Jamel Cecilio, 3300 Sl P 59 Terreo L;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;GOIANIA;GO;74810970;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S00679 - FUJIOKA - AVENIDA ASSIS CHATEAUBRIANT - 500 - GOIANIA - GO;FUJIOKA - TAMANDARE GOIANIA/GO;1,00871E+12;Avenida Assis Chateaubriand,500;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;GOIANIA;GO;74130010;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S08653 - FUJIOKA - SHOPPING SUL VALPARAISO - VALPARAISO DE GOIAS - GO;FUJIOKA - VALPARAISO/GO;1,00871E+12;Rodovia Br 040, Gleba F, Km 12, Qd1 Lt1, Lj 116;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;VALPARAISO DE GOIAS;GO;72876902;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S00750 - FUJIOKA - AVENIDA INDEPENDENCIA - 3822 - GOIANIA - GO;FUJIOKA -CENTRO GO;1,00871E+12;Av. Independência Qd.141, Lt.06 Setor Central;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;GOIANIA;GO;74055045;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S03260 - FUJIOKA - PRACA DA REPUBLICA - 256 - ITUMBIARA - GO;FUJIOKA -ITUMBIARA;1,00871E+12;Praça da República N° 256;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;ITUMBIARA;GO;75503260;CENTRO-OESTE
MANUELA BEZERRA;FUJIOKA;FUJIOKA;S05123 - FUJIOKA - SENADOR CANEDO;FUJIOKA -SOBRADINHO;1,00871E+12;Lt. 7 Qd. Central BL. 11, Lj.12/13 Te 27 E 28;VAREJO;DISTRIBUIDOR;DIOGO DO NASCIMENTO SANTOS;RJ;Sobradinho ;GO;73010700;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S12009 - HAVAN - RUA ALMIRANTE JACEGUAY - 2935 - JOINVILLE - SC;12009 - HAVAN - RUA ALMIRANTE JACEGUAY - 2935 - JOINVILLE - SC;7,93795E+13;RUA ALMIRANTE JACEGUAY, 2935;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;JOINVILLE;SC;89220055;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S16420 - HAVAN - AVENIDA GOVERNADOR JOSE LINDOSO - 3120 - MANAUS - AM;16420 - HAVAN - AVENIDA GOVERNADOR JOSE LINDOSO - 3120 - MANAUS - AM;7,93795E+13;AVENIDA GOVERNADOR JOSE LINDOSO, 3120;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;MANAUS;AM;69058473;NORTE
MANUELA BEZERRA;HAVAN;HAVAN;S18805 - HAVAN - AVENIDA DOM AGOSTINHO JOSE SARTORI - 5253 - FRANCISCO BELTRAO - PR;18805 - HAVAN - AVENIDA DOM AGOSTINHO JOSE SARTORI - 5253 - FRANCISCO BELTRAO - PR;7,93795E+13;AVENIDA DOM AGOSTINHO JOSE SARTORI, 5253;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;FRANCISCO BELTRAO;PR;85601400;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S18988 - HAVAN - RUA CRUZEIRO DO SUL - 400 - SANTA ROSA - RS;18988 - HAVAN - RUA CRUZEIRO DO SUL - 400 - SANTA ROSA - RS;7,93795E+13;RUA CRUZEIRO DO SUL, 400;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;SANTA ROSA;RS;98787452;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S19011 - HAVAN - RODOVIA MT-208 - 3160 - ALTA FLORESTA - MT;19011 - HAVAN - RODOVIA MT-208 - 3160 - ALTA FLORESTA - MT;7,93795E+13;RODOVIA MT-208, 3160;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;ALTA FLORESTA;MT;78580000;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S18716 - HAVAN - RO - JI-PARANA - JARDIM PRESIDENCIAL;HAVAN - RO - JI-PARANA - JARDIM PRESIDENCIAL;7,93795E+13;AVENIDA TRANSCONTINENTAL, 3351,;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;JI-PARANA;RO;76901007;NORTE
MANUELA BEZERRA;HAVAN;HAVAN;S00183 - HAVAN - RODOVIA ANTONIO HEIL - 200 - BRUSQUE - SC;REGIONAL SUL - HAVAN - 0001 - BRUSQUE - CENTRO - SC;7,93795E+13;RODOVIA ANTONIO HEIL, 200;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;BRUSQUE;SC;88353100;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S00507 - HAVAN - RUA GENERAL MARIO TOURINHO - 2290 - CURITIBA - PR;REGIONAL SUL - HAVAN - 0003 - CURITIBA - BARIGUI - PR;7,93795E+13;RUA GENERAL MARIO TOURINHO, 2290;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CURITIBA;PR;80740000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S00779 - HAVAN - RUA ORESTES CAMILLI - 91 - CURITIBA - PR;REGIONAL SUL - HAVAN - 0004 - CURITIBA - PAROLIN - PR;7,93795E+13;RUA ORESTES CAMILLI, 91;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CURITIBA;PR;80215330;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S00264 - HAVAN - RODOVIA BR 282 KM 4 - 3700 - FLORIANOPOLIS - SC;REGIONAL SUL - HAVAN - 0005 - FLORIANOPOLIS - CAPOEIRAS - SC;7,93795E+13;RODOVIA BR 282 KM 4, 3700;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;FLORIANOPOLIS;SC;88090700;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S00930 - HAVAN - AVENIDA CORONEL PROCOPIO GOMES - 249 - JOINVILLE - SC;REGIONAL SUL - HAVAN - 0006 - JOINVILLE - BUCAREIN - SC;7,93795E+13;AVENIDA CORONEL PROCOPIO GOMES, 249;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;JOINVILLE;SC;89202300;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S01074 - HAVAN - CRICIUMA SHOPPING - CRICIUMA - SC;REGIONAL SUL - HAVAN - 0007 - CRICIUMA SHOPPING - CRICIUMA - PROSPERA - SC;7,93795E+13;AVENIDA GABRIEL ZANETTE, 1455;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CRICIUMA;SC;88815060;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S01155 - HAVAN - SHOPPING NEUMARKT - BLUMENAU - SC;REGIONAL SUL - HAVAN - 0008 - NEUMARKT SHOPPING - BLUMENAU - CENTRO - SC;7,93795E+13;RUA SETE DE SETEMBRO, 1213;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;BLUMENAU;SC;89010911;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S01236 - HAVAN - AVENIDA BRASIL - 3077 - BALNEARIO CAMBORIU - SC;REGIONAL SUL - HAVAN - 0009 - BALNEARIO CAMBORIU - CENTRO - SC;7,93795E+13;AVENIDA BRASIL, 3077;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;BALNEARIO CAMBORIU;SC;88330060;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S01406 - HAVAN - AVENIDA GETULIO VARGAS - 558 - CHAPECO - SC;REGIONAL SUL - HAVAN - 0012 - CHAPECO - CENTRO - SC;7,93795E+13;AVENIDA GETULIO VARGAS, 558;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CHAPECO;SC;89801000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S01589 - HAVAN - JARAGUA DO SUL PARK SHOPPING - JARAGUA DO SUL - SC;REGIONAL SUL - HAVAN - 0013 - JARAGUA DO SUL PARK SHOPPING - JARAGUA DO SUL - CENTRO - SC;7,93795E+13;AVENIDA GETULIO VARGAS, 268;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;JARAGUA DO SUL;SC;89251970;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S01660 - HAVAN - RUA 15 DE NOVEMBRO - 1050 - BLUMENAU - SC;REGIONAL SUL - HAVAN - 0014 - BLUMENAU - CENTRO - SC;7,93795E+13;RUA 15 DE NOVEMBRO, 1050;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;BLUMENAU;SC;89010003;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S01740 - HAVAN - SHOPPING TOTAL - CURITIBA - CURITIBA - PR;REGIONAL SUL - HAVAN - 0015 - CURITIBA - PORTAO - PR;7,93795E+13;RUA ITACOLOMI, 292;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CURITIBA;PR;81070150;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S01821 - HAVAN - RUA CORREIA PINTO - 166 - LAGES - SC;REGIONAL SUL - HAVAN - 0016 - LAGES - CENTRO - SC;7,93795E+13;RUA CORREIA PINTO, 166;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;LAGES;SC;88502200;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S00345 - HAVAN - AVENIDA BRASIL - 6986 - CASCAVEL - PR;REGIONAL SUL - HAVAN - 0017 - CASCAVEL - CENTRO - PR;7,93795E+13;AVENIDA BRASIL, 6986;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CASCAVEL;PR;85810000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S01902 - HAVAN - FAROL SHOPPING - TUBARAO - SC;REGIONAL SUL - HAVAN - 0018 - FAROL SHOPPING - TUBARAO - AEROPORTO - SC;7,93795E+13;AVENIDA MARCOLINO MARTINS CABRAL, 2525;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;TUBARAO;SC;88705003;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S02046 - HAVAN - JL SHOPPING - FOZ DO IGUACU - PR;REGIONAL SUL - HAVAN - 0019 - CATARATAS JL SHOPPING - FOZ DO IGUACU - POLO CENTRO - PR;7,93795E+13;AVENIDA COSTA E SILVA, 185;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;FOZ DO IGUACU;PR;85863000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S02127 - HAVAN - RUA QUINZE DE NOVEMBRO - 2890 - SAO JOSE DOS PINHAIS - PR;REGIONAL SUL - HAVAN - 0020 - SAO JOSE DOS PINHAIS - CENTRO - PR;7,93795E+13;RUA QUINZE DE NOVEMBRO, 2890;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;SAO JOSE DOS PINHAIS;PR;83005000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S02208 - HAVAN - RUA PREFEITO ARI WAGNER - 358 - PALHOCA - SC;REGIONAL SUL - HAVAN - 0021 - PALHOCA - CENTRO - SC;7,93795E+13;RUA PREFEITO ARI WAGNER, 358;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;PALHOCA;SC;88130070;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S02470 - HAVAN - FLORIPA SHOPPING - FLORIANOPOLIS - SC;REGIONAL SUL - HAVAN - 0023 - FLORIPA SHOPPING - FLORIANOPOLIS - SACO GRANDE - SC;7,93795E+13;RODOVIA SC 401, 3116;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;FLORIANOPOLIS;SC;88032005;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S02550 - HAVAN - CATUAI SHOPPING MARINGA - MARINGA - PR;REGIONAL SUL - HAVAN - 0024 - MARINGA - PARQUE IND. BANDEIRANTES - PR;7,93795E+13;AVENIDA COLOMBO, 9161;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;MARINGA;PR;87070000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S02631 - HAVAN - RODOVIA BR 101 - 1019 - BARRA VELHA - SC;REGIONAL SUL - HAVAN - 0025 - BARRA VELHA - CENTRO - SC;7,93795E+13;RODOVIA BR 101, 1019;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;BARRA VELHA;SC;88390000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S02712 - HAVAN - AVENIDA RIO BRANCO - 139 - FLORIANOPOLIS - SC;REGIONAL SUL - HAVAN - 0026 - FLORIANOPOLIS - CENTRO - SC;7,93795E+13;AVENIDA RIO BRANCO, 139;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;FLORIANOPOLIS;SC;88015201;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S02801 - HAVAN - RUA PRINCIPAL ELIANE MOTTA - 1787 - SAO JOSE - SC;REGIONAL SUL - HAVAN - 0027 - SAO JOSE - BELA VISTA - SC;7,93795E+13;RUA PRINCIPAL ELIANE MOTTA, 1787;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;SAO JOSE;SC;88110840;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S02984 - HAVAN - NORTE SHOPPING BLUMENAU - BLUMENAU - SC;REGIONAL SUL - HAVAN - 0028 - NORTE SHOPPING BLUMENAU - BLUMENAU - SALTO DO NORTE - SC;7,93795E+13;RODOVIA BR 470, 3000;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;BLUMENAU;SC;89065800;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S03018 - HAVAN - AVENIDA MADRE LEONIA MILITO - 2121 - LONDRINA - PR;REGIONAL SUL - HAVAN - 0029 - LONDRINA - BELA SUICA - PR;7,93795E+13;AVENIDA MADRE LEONIA MILITO, 2121;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;LONDRINA;PR;86050270;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S03107 - REGIONAL SUL - HAVAN - 0030 - BLUMENAU - ITOUPAVA NORTE - SC;REGIONAL SUL - HAVAN - 0030 - BLUMENAU - ITOUPAVA NORTE - SC;7,93795E+13;RODOVIA PAUL FRITZ KUEHNRICH, 1600;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;BLUMENAU;SC;89052475;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S03280 - HAVAN - SHOPPING PATIO CHAPECO - CHAPECO - SC;REGIONAL SUL - HAVAN - 0031 - PATIO CHAPECO SHOPPING - CHAPECO - LIDER - SC;7,93795E+13;AVENIDA FERNANDO MACHADO, 4000;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CHAPECO;SC;89805203;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S03794 - HAVAN - AVENIDA DESEMBARGADOR HUGO SIMAS - 745 - CURITIBA - PR;REGIONAL SUL - HAVAN - 0032 - CURITIBA - BOM RETIRO - PR;7,93795E+13;AVENIDA DESEMBARGADOR HUGO SIMAS, 745;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CURITIBA;PR;80520250;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S03522 - HAVAN - AVENIDA JOSE JOAO MURARO - 625 - TOLEDO - PR;REGIONAL SUL - HAVAN - 0033 - TOLEDO - JARDIM PORTO ALEGRE - PR;7,93795E+13;AVENIDA JOSE JOAO MURARO, 625;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;TOLEDO;PR;85906370;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S03603 - HAVAN - SHOPPING AVENIDA CENTER - MARINGA - PR;REGIONAL SUL - HAVAN - 0034 - MARINGA - ZONA 07 - PR;7,93795E+13;AVENIDA ADVOGADO HORACIO RACCANELLO FILHO, 5120;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;MARINGA;PR;87020035;SUL
