STORE NAME - NOVA;NOMENCLATURA ANTIGA;Viagem;CONSULTOR;CNPJ (CÓDIGO PDV);BANDEIRA;STATE;CITY;BAIRRO;ADDRESS;CEP
15603 - COLOMBO - RUA XV DE NOVEMBRO - 255 - CACAPAVA DO SUL - RS;15603 - COLOMBO - RUA XV DE NOVEMBRO - 255 - CACAPAVA DO SUL - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;CACAPAVA DO SUL;;RUA XV DE NOVEMBRO, 255;96570000
15522 - COLOMBO - RUA GAL. OSORIO - 1015 - CANGUCU - RS;15522 - COLOMBO - RUA GAL. OSORIO - 1015 - CANGUCU - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;CANGUCU;;RUA GAL. OSORIO, 1015;96600000
14712 - COLOMBO - AVENIDA PRESIDENTE VARGAS - 249 - ESTANCIA VELHA - RS;14712 - COLOMBO - AVENIDA PRESIDENTE VARGAS - 249 - ESTANCIA VELHA - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;ESTANCIA VELHA;CENTRO;AVENIDA PRESIDENTE VARGAS, 249;93600010
14550 - COLOMBO - RUA GENERAL MARQUES - 924 - SAO BORJA - RS;14550 - COLOMBO - RUA GENERAL MARQUES - 924 - SAO BORJA - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;SAO BORJA;;RUA GENERAL MARQUES, 924;97670000
14470 - COLOMBO - AVENIDA JULIO DE CASTILHOS - 619 - TRES PASSOS - RS;14470 - COLOMBO - AVENIDA JULIO DE CASTILHOS - 619 - TRES PASSOS - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;TRES PASSOS;;AVENIDA JULIO DE CASTILHOS, 619;98600000
13236 - COLOMBO - AVENIDA BRASIL - 231 - PASSO FUNDO - RS;13236 - COLOMBO - AVENIDA BRASIL - 231 - PASSO FUNDO - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;PASSO FUNDO;CENTRO;AVENIDA BRASIL, 231;99010001
84095 - COLOMBO - RUA IPIRANGA - 2019 - SERAFINA CORREA - RS;84095 - COLOMBO - RUA IPIRANGA - 2019 - SERAFINA CORREA - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;SERAFINA CORREA;;RUA IPIRANGA, 2019;99250000
83951 - COLOMBO - AV AV PARAGUASSU - 1939 - IMBE - RS;83951 - COLOMBO - AV AV PARAGUASSU - 1939 - IMBE - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;IMBE;;AVENIDA AVENIDA PARAGUASSU, 1939;95625000
83609 - COLOMBO - RUA CORONEL FARRAPOS - 777 - CAMPOS NOVOS - SC;83609 - COLOMBO - RUA CORONEL FARRAPOS - 777 - CAMPOS NOVOS - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;CAMPOS NOVOS;;RUA CORONEL FARRAPOS, 777;89620000
83013 - COLOMBO - RUA GENERAL DALTRO FILHO - 1095 - ROCA SALES - RS;83013 - COLOMBO - RUA GENERAL DALTRO FILHO - 1095 - ROCA SALES - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;ROCA SALES;;RUA GENERAL DALTRO FILHO, 1095;95735000
82980 - COLOMBO - AV PLINIO ARLINDO DE NES - 888 - XAXIM - SC;82980 - COLOMBO - AV PLINIO ARLINDO DE NES - 888 - XAXIM - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;XAXIM;;AVENIDA PLINIO ARLINDO DE NES, 888;89825000
79253 - COLOMBO - AVENIDA AFONSO PENA - 209 - PARAISO DO SUL - RS;79253 - COLOMBO - AVENIDA AFONSO PENA - 209 - PARAISO DO SUL - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;PARAISO DO SUL;;AVENIDA AFONSO PENA, 209;96530000
78877 - COLOMBO - AVENIDA LUIZ SILVEIRA - 720 - PALMARES DO SUL - RS;78877 - COLOMBO - AVENIDA LUIZ SILVEIRA - 720 - PALMARES DO SUL - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;PALMARES DO SUL;;AVENIDA LUIZ SILVEIRA, 720;95540000
78796 - COLOMBO - AVENIDA DUQUE DE CAXIAS - 725 - JAGUARUNA - SC;78796 - COLOMBO - AVENIDA DUQUE DE CAXIAS - 725 - JAGUARUNA - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;JAGUARUNA;;AVENIDA DUQUE DE CAXIAS, 725;88715000
78605 - COLOMBO - AVENIDA XV DE NOVEMBRO - 993 - TAPERA - RS;78605 - COLOMBO - AVENIDA XV DE NOVEMBRO - 993 - TAPERA - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;TAPERA;;AVENIDA XV DE NOVEMBRO, 993;99490000
78443 - COLOMBO - AVENIDA GENERAL FLORES DA CUNHA - 895 - SEBERI - RS;78443 - COLOMBO - AVENIDA GENERAL FLORES DA CUNHA - 895 - SEBERI - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;SEBERI;;AVENIDA GENERAL FLORES DA CUNHA, 895;98380000
78362 - COLOMBO - RUA BARAO DO RIO BRANCO - 226 - JULIO DE CASTILHOS - RS;78362 - COLOMBO - RUA BARAO DO RIO BRANCO - 226 - JULIO DE CASTILHOS - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;JULIO DE CASTILHOS;;RUA BARAO DO RIO BRANCO, 226;98130000
78281 - COLOMBO - AVENIDA NARCISO SILVA - 1751 - CAPAO DO LEAO - RS;78281 - COLOMBO - AVENIDA NARCISO SILVA - 1751 - CAPAO DO LEAO - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;CAPAO DO LEAO;;AVENIDA NARCISO SILVA, 1751;96160000
78109 - COLOMBO - RUA PIRATINI - 405 - BUTIA - RS;78109 - COLOMBO - RUA PIRATINI - 405 - BUTIA - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;BUTIA;;RUA PIRATINI, 405;96750000
78010 - COLOMBO - AVENIDA EXPEDICIONARIO - 1183 - SARANDI - RS;78010 - COLOMBO - AVENIDA EXPEDICIONARIO - 1183 - SARANDI - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;SARANDI;;AVENIDA EXPEDICIONARIO, 1183;99560000
77803 - COLOMBO - RUA RUA FRANCISCO HIPOLITO ROLIM - 677 - TRES CACHOEIRAS - RS;77803 - COLOMBO - RUA RUA FRANCISCO HIPOLITO ROLIM - 677 - TRES CACHOEIRAS - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;TRES CACHOEIRAS;;RUA RUA FRANCISCO HIPOLITO ROLIM, 677;95580000
77633 - COLOMBO - AVENIDA FARROUPILHA - 1585 - SAO FRANCISCO DE ASSIS - RS;77633 - COLOMBO - AVENIDA FARROUPILHA - 1585 - SAO FRANCISCO DE ASSIS - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;SAO FRANCISCO DE ASSIS;;AVENIDA FARROUPILHA, 1585;97610000
77552 - COLOMBO - AVENIDA AVENIDA ESPANHA - 18 - ARROIO DOS RATOS - RS;77552 - COLOMBO - AVENIDA AVENIDA ESPANHA - 18 - ARROIO DOS RATOS - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;ARROIO DOS RATOS;;AVENIDA AVENIDA ESPANHA, 18;96740000
77200 - COLOMBO - AVENIDA FERNANDES BASTOS - 818 - TRAMANDAI - RS;77200 - COLOMBO - AVENIDA FERNANDES BASTOS - 818 - TRAMANDAI - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;TRAMANDAI;;AVENIDA FERNANDES BASTOS, 818;95590000
76823 - COLOMBO - RUA PRESIDENTE NEREU RAMOS - 243 - LAGES - SC;76823 - COLOMBO - RUA PRESIDENTE NEREU RAMOS - 243 - LAGES - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;LAGES;CENTRO;RUA PRESIDENTE NEREU RAMOS, 243;88502170
76319 - COLOMBO - RUA ESTEFANO JOSE VANOLLI - 1199 - ITAJAI - SC;76319 - COLOMBO - RUA ESTEFANO JOSE VANOLLI - 1199 - ITAJAI - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;ITAJAI;SAO VICENTE;RUA ESTEFANO JOSE VANOLLI, 1199;88309203
76157 - COLOMBO - RUA HERCILIO LUZ - 381 - ITAJAI - SC;76157 - COLOMBO - RUA HERCILIO LUZ - 381 - ITAJAI - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;ITAJAI;CENTRO;RUA HERCILIO LUZ, 381;88301001
75932 - COLOMBO - RUA FRANCISCO VAHLDIECK - 686 - BLUMENAU - SC;75932 - COLOMBO - RUA FRANCISCO VAHLDIECK - 686 - BLUMENAU - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;BLUMENAU;FORTALEZA;RUA FRANCISCO VAHLDIECK, 686;89056000
75851 - COLOMBO - RUA FLORIANO PEIXOTO - 18 - BLUMENAU - SC;75851 - COLOMBO - RUA FLORIANO PEIXOTO - 18 - BLUMENAU - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;BLUMENAU;JARDIM BLUMENAU;RUA FLORIANO PEIXOTO, 18;89010500
75509 - COLOMBO - RUA GUSTAVO RICHARD - 514 - LAGUNA - SC;75509 - COLOMBO - RUA GUSTAVO RICHARD - 514 - LAGUNA - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;LAGUNA;;RUA GUSTAVO RICHARD, 514;88790000
75347 - COLOMBO - AVENIDA GETULIO VARGAS - 309 - SOMBRIO - SC;75347 - COLOMBO - AVENIDA GETULIO VARGAS - 309 - SOMBRIO - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;SOMBRIO;;AVENIDA GETULIO VARGAS, 309;88960000
75266 - COLOMBO - AVENIDA MARECHAL DEODORO DA FONSECA - 158 - JARAGUA DO SUL - SC;75266 - COLOMBO - AVENIDA MARECHAL DEODORO DA FONSECA - 158 - JARAGUA DO SUL - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;JARAGUA DO SUL;CENTRO;AVENIDA MARECHAL DEODORO DA FONSECA, 158;89251700
75002 - COLOMBO - RUA PREFEITO JOSE KEHRIG - 5619 - SANTO AMARO DA IMPERATRIZ - SC;75002 - COLOMBO - RUA PREFEITO JOSE KEHRIG - 5619 - SANTO AMARO DA IMPERATRIZ - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;SANTO AMARO DA IMPERATRIZ;;RUA PREFEITO JOSE KEHRIG, 5619;88140000
74960 - COLOMBO - TRAVESSA NOSSA SENHORA DOS NAVEGANTES - 5 - NAVEGANTES - SC;74960 - COLOMBO - TRAVESSA NOSSA SENHORA DOS NAVEGANTES - 5 - NAVEGANTES - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;NAVEGANTES;CENTRO;TRAVESSA NOSSA SENHORA DOS NAVEGANTES, 5;88370456
74618 - COLOMBO - ALAMEDA ARISTILIANO RAMOS - 264 - RIO DO SUL - SC;74618 - COLOMBO - ALAMEDA ARISTILIANO RAMOS - 264 - RIO DO SUL - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;RIO DO SUL;CENTRO;ALAMEDA ARISTILIANO RAMOS, 264;89160141
74537 - COLOMBO - RUA NEREU RAMOS - 511 - IMBITUBA - SC;74537 - COLOMBO - RUA NEREU RAMOS - 511 - IMBITUBA - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;IMBITUBA;;RUA NEREU RAMOS, 511;88780000
73999 - COLOMBO - AVENIDA JOAO SACAVEM - 214 - NAVEGANTES - SC;73999 - COLOMBO - AVENIDA JOAO SACAVEM - 214 - NAVEGANTES - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;NAVEGANTES;CENTRO;AVENIDA JOAO SACAVEM, 214;88370438
73484 - COLOMBO - RUA PARANA - 225 - BARRA VELHA - SC;73484 - COLOMBO - RUA PARANA - 225 - BARRA VELHA - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;BARRA VELHA;;RUA PARANA, 225;88390000
73301 - COLOMBO - AVENIDA ANICETO ZACCHI - 983 - PALHOCA - SC;73301 - COLOMBO - AVENIDA ANICETO ZACCHI - 983 - PALHOCA - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;PALHOCA;PONTE DO IMARUIM;AVENIDA ANICETO ZACCHI, 983;88130301
73212 - COLOMBO - AVENIDA LUIZ DE CAMOES - 439 - LAGES - SC;73212 - COLOMBO - AVENIDA LUIZ DE CAMOES - 439 - LAGES - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;LAGES;CORAL;AVENIDA LUIZ DE CAMOES, 439;88523000
72836 - COLOMBO - RUA CAETANO SILVEIRA DE MATOS - 2686 - PALHOCA - SC;72836 - COLOMBO - RUA CAETANO SILVEIRA DE MATOS - 2686 - PALHOCA - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;PALHOCA;CENTRO;RUA CAETANO SILVEIRA DE MATOS, 2686;88130005
72674 - COLOMBO - AVENIDA SETE DE SETEMBRO - 1527 - ARARANGUA - SC;72674 - COLOMBO - AVENIDA SETE DE SETEMBRO - 1527 - ARARANGUA - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;ARARANGUA;CENTRO;AVENIDA SETE DE SETEMBRO, 1527;88900013
72593 - COLOMBO - RODOVIA ARMANDO CALIL BULOS - 5999 - FLORIANOPOLIS - SC;72593 - COLOMBO - RODOVIA ARMANDO CALIL BULOS - 5999 - FLORIANOPOLIS - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;FLORIANOPOLIS;INGLESES DO RIO VERMELHO;RODOVIA ARMANDO CALIL BULOS, 5999;88058001
72402 - COLOMBO - RUA 202 - 35 - ITAPEMA - SC;72402 - COLOMBO - RUA 202 - 35 - ITAPEMA - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;ITAPEMA;;RUA, 202;88220000
72240 - COLOMBO - RUA CONSELHEIRO MAFRA - 320 - FLORIANOPOLIS - SC;72240 - COLOMBO - RUA CONSELHEIRO MAFRA - 320 - FLORIANOPOLIS - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;FLORIANOPOLIS;CENTRO;RUA CONSELHEIRO MAFRA, 320;88010101
72089 - COLOMBO - AVENIDA PRESIDENTE KENNEDY - 600 - SAO JOSE - SC;72089 - COLOMBO - AVENIDA PRESIDENTE KENNEDY - 600 - SAO JOSE - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;SAO JOSE;CAMPINAS;AVENIDA PRESIDENTE KENNEDY, 600;88101000
71945 - COLOMBO - RUA ANITA GARIBALDI - 283 - ICARA - SC;71945 - COLOMBO - RUA ANITA GARIBALDI - 283 - ICARA - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;ICARA;;RUA ANITA GARIBALDI, 283;88820000
71511 - COLOMBO - AVENIDA FELIPE SCHMIDT - 1970 - BRACO DO NORTE - SC;71511 - COLOMBO - AVENIDA FELIPE SCHMIDT - 1970 - BRACO DO NORTE - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;BRACO DO NORTE;;AVENIDA FELIPE SCHMIDT, 1970;88750000
71430 - COLOMBO - AVENIDA BARRIGA VERDE - 640 - BALNEARIO ARROIO DO SILVA - SC;71430 - COLOMBO - AVENIDA BARRIGA VERDE - 640 - BALNEARIO ARROIO DO SILVA - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;BALNEARIO ARROIO DO SILVA;;AVENIDA BARRIGA VERDE, 640;88914000
71350 - COLOMBO - RUA PRESIDENTE NEREU RAMOS - 205 - LAGES - SC;71350 - COLOMBO - RUA PRESIDENTE NEREU RAMOS - 205 - LAGES - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;LAGES;CENTRO;RUA PRESIDENTE NEREU RAMOS, 205;88502170
71279 - COLOMBO - AVENIDA MARECHAL DEODORO - 65 - TUBARAO - SC;71279 - COLOMBO - AVENIDA MARECHAL DEODORO - 65 - TUBARAO - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;TUBARAO;CENTRO;AVENIDA MARECHAL DEODORO, 65;88701010
70540 - COLOMBO - AVENIDA LEOBERTO LEAL - 540 - SAO JOSE - SC;70540 - COLOMBO - AVENIDA LEOBERTO LEAL - 540 - SAO JOSE - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;SAO JOSE;BARREIROS;AVENIDA LEOBERTO LEAL, 540;88110001
70205 - COLOMBO - RUA VEREADOR ARTHUR MANOEL MARIANO - 1320 - SAO JOSE - SC;70205 - COLOMBO - RUA VEREADOR ARTHUR MANOEL MARIANO - 1320 - SAO JOSE - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;SAO JOSE;FORQUILHINHA;RUA VEREADOR ARTHUR MANOEL MARIANO, 1320;88106501
70116 - COLOMBO - RODOVIA FRANCISCO MAGNO VIEIRA - 672 - FLORIANOPOLIS - SC;70116 - COLOMBO - RODOVIA FRANCISCO MAGNO VIEIRA - 672 - FLORIANOPOLIS - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;FLORIANOPOLIS;RIO TAVARES;RODOVIA FRANCISCO MAGNO VIEIRA, 672;88063700
70035 - COLOMBO - AVENIDA LIBERDADE - 1758 - VIAMAO - RS;70035 - COLOMBO - AVENIDA LIBERDADE - 1758 - VIAMAO - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;VIAMAO;SANTA ISABEL;AVENIDA LIBERDADE, 1758;94480500
69533 - COLOMBO - AVENIDA FEITORIA - 4825 - SAO LEOPOLDO - RS;69533 - COLOMBO - AVENIDA FEITORIA - 4825 - SAO LEOPOLDO - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;SAO LEOPOLDO;FEITORIA;AVENIDA FEITORIA, 4825;93054265
69452 - COLOMBO - AV NEREU RAMOS - 85 - BALNEARIO DE PICARRAS - SC;69452 - COLOMBO - AV NEREU RAMOS - 85 - BALNEARIO DE PICARRAS - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;BALNEARIO DE PICARRAS;;AVENIDA NEREU RAMOS, 85;88380000
68138 - COLOMBO - RUA JOSE ACHILES COLOMBO - 50 - FARROUPILHA - RS;68138 - COLOMBO - RUA JOSE ACHILES COLOMBO - 50 - FARROUPILHA - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;FARROUPILHA;SAO ROQUE;RUA JOSE ACHILES COLOMBO, 50;95176030
67913 - COLOMBO - RUA OLAVO BILAC - 915 - SANTO CRISTO - RS;67913 - COLOMBO - RUA OLAVO BILAC - 915 - SANTO CRISTO - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;SANTO CRISTO;;RUA OLAVO BILAC, 915;98960000
67751 - COLOMBO - AVENIDA AVENIDA PARAGUASSU - 2252 - CAPAO DA CANOA - RS;67751 - COLOMBO - AVENIDA AVENIDA PARAGUASSU - 2252 - CAPAO DA CANOA - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;CAPAO DA CANOA;;AVENIDA AVENIDA PARAGUASSU, 2252;95555000
67670 - COLOMBO - RUA ESTEFANO JOSE VANOLLI - 897 - ITAJAI - SC;67670 - COLOMBO - RUA ESTEFANO JOSE VANOLLI - 897 - ITAJAI - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;ITAJAI;SAO VICENTE;RUA ESTEFANO JOSE VANOLLI, 897;88309201
67409 - COLOMBO - AVENIDA DO ESTADO DALMO VIEIRA - 3280 - BALNEARIO CAMBORIU - SC;67409 - COLOMBO - AVENIDA DO ESTADO DALMO VIEIRA - 3280 - BALNEARIO CAMBORIU - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;BALNEARIO CAMBORIU;NACOES;AVENIDA DO ESTADO DALMO VIEIRA, 3280;88338065
67328 - COLOMBO - RUA GOVERNADOR CELSO RAMOS - 15 - LAGUNA - SC;67328 - COLOMBO - RUA GOVERNADOR CELSO RAMOS - 15 - LAGUNA - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;LAGUNA;;RUA GOVERNADOR CELSO RAMOS, 15;88790000
66607 - COLOMBO - SHOPPING CENTER GRAVATAI - GRAVATAI - RS;66607 - COLOMBO - SHOPPING CENTER GRAVATAI - GRAVATAI - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;GRAVATAI;PASSO DAS PEDRAS;AVENIDA CENTENARIO, 555;94035240
66437 - COLOMBO - RUA JOSE FRANCISCO BERNARDES - 963 - CAMBORIU - SC;66437 - COLOMBO - RUA JOSE FRANCISCO BERNARDES - 963 - CAMBORIU - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;CAMBORIU;AREIAS;RUA JOSE FRANCISCO BERNARDES, 963;88345006
66003 - COLOMBO - RUA MARECHAL FLORIANO - 48 - BENTO GONCALVES - RS;66003 - COLOMBO - RUA MARECHAL FLORIANO - 48 - BENTO GONCALVES - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;BENTO GONCALVES;CENTRO;RUA MARECHAL FLORIANO, 48;95700010
65708 - COLOMBO - RUA JOCKEY CLUBE - 155 - RIO GRANDE - RS;65708 - COLOMBO - RUA JOCKEY CLUBE - 155 - RIO GRANDE - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;RIO GRANDE;VILA SAO MIGUEL;RUA JOCKEY CLUBE, 155;96212730
65546 - COLOMBO - AVENIDA RIO GRANDE DO SUL - 226 - CANOAS - RS;65546 - COLOMBO - AVENIDA RIO GRANDE DO SUL - 226 - CANOAS - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;CANOAS;MATHIAS VELHO;AVENIDA RIO GRANDE DO SUL, 226;92330000
60315 - COLOMBO - AVENIDA LIBERDADE - 1450 - VIAMAO - RS;60315 - COLOMBO - AVENIDA LIBERDADE - 1450 - VIAMAO - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;VIAMAO;SANTA ISABEL;AVENIDA LIBERDADE, 1450;94480500
60234 - COLOMBO - AVENIDA EMANCIPACAO - 189 - ELDORADO DO SUL - RS;60234 - COLOMBO - AVENIDA EMANCIPACAO - 189 - ELDORADO DO SUL - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;ELDORADO DO SUL;;AVENIDA EMANCIPACAO, 189;92990000
59228 - COLOMBO - RUA MARQUES DO HERVAL - 1472 - SANTO ANGELO - RS;59228 - COLOMBO - RUA MARQUES DO HERVAL - 1472 - SANTO ANGELO - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;SANTO ANGELO;CENTRO;RUA MARQUES DO HERVAL, 1472;98801640
58680 - COLOMBO - AVENIDA SANTO ANGELO - 230 - GIRUA - RS;58680 - COLOMBO - AVENIDA SANTO ANGELO - 230 - GIRUA - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;GIRUA;;AVENIDA SANTO ANGELO, 230;98870000
57799 - COLOMBO - AVENIDA SALZANO DA CUNHA - 288 - SANANDUVA - RS;57799 - COLOMBO - AVENIDA SALZANO DA CUNHA - 288 - SANANDUVA - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;SANANDUVA;;AVENIDA SALZANO DA CUNHA, 288;99840000
51677 - COLOMBO - AVENIDA BRASIL - 629 - PORTAO - RS;51677 - COLOMBO - AVENIDA BRASIL - 629 - PORTAO - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;PORTAO;;AVENIDA BRASIL, 629;93180000
50867 - COLOMBO - RUA GETULIO VARGAS - 84 - BIGUACU - SC;50867 - COLOMBO - RUA GETULIO VARGAS - 84 - BIGUACU - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;BIGUACU;CENTRO;RUA GETULIO VARGAS, 84;88160128
50000 - COLOMBO - AVENIDA CEL. APARICIO BORGES - 2730 - PORTO ALEGRE - RS;50000 - COLOMBO - AVENIDA CEL. APARICIO BORGES - 2730 - PORTO ALEGRE - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;PORTO ALEGRE;GLORIA;AVENIDA CEL. APARICIO BORGES, 2730;90680570
49508 - COLOMBO - AVENIDA ASSIS BRASIL - 2278 - PORTO ALEGRE - RS;49508 - COLOMBO - AVENIDA ASSIS BRASIL - 2278 - PORTO ALEGRE - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;PORTO ALEGRE;CRISTO REDENTOR;AVENIDA ASSIS BRASIL, 2278;91010002
49265 - COLOMBO - RUA GENERAL OSORIO - 849 - IBIRUBA - RS;49265 - COLOMBO - RUA GENERAL OSORIO - 849 - IBIRUBA - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;IBIRUBA;;RUA GENERAL OSORIO, 849;98200000
48960 - COLOMBO - AVENIDA JULIO DE CASTILHOS - 413 - RESTINGA SECA - RS;48960 - COLOMBO - AVENIDA JULIO DE CASTILHOS - 413 - RESTINGA SECA - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;RESTINGA SECA;;AVENIDA JULIO DE CASTILHOS, 413;97200000
46592 - COLOMBO - RUA MARIA SIMAO - 315 - INDAIAL - SC;46592 - COLOMBO - RUA MARIA SIMAO - 315 - INDAIAL - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;INDAIAL;CENTRO;RUA MARIA SIMAO, 315;89080001
46169 - COLOMBO - AVENIDA GETULIO VARGAS - 500 - TIMBO - SC;46169 - COLOMBO - AVENIDA GETULIO VARGAS - 500 - TIMBO - SC;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;SC;TIMBO;;AVENIDA GETULIO VARGAS, 500;89120000
45600 - COLOMBO - RUA DOUTOR LUIS BASTOS DO PRADO - 1551 - GRAVATAI - RS;45600 - COLOMBO - RUA DOUTOR LUIS BASTOS DO PRADO - 1551 - GRAVATAI - RS;;MARCIO JOSE FLORES PEREIRA;8,98485E+13;COLOMBO;RS;GRAVATAI;CENTRO;RUA DOUTOR LUIS BASTOS DO PRADO, 1551;94010020
