DATA;DIA DA SEMANA;CONSULTOR;ROTA;REGIONAL;CONSULTOR - ROTA;CLIENTE;FILIAL;CNPJ;CHECK IN ;CHECK OUT
01/04/2026;QUARTA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - JOAO PESSOA/PB;08824171004649;13:30;17:00
01/04/2026;QUARTA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - JOAO PESSOA/PB;92660406002677;09:00;12:00
02/04/2026;QUINTA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;FERREIRA COSTA;FERREIRA COSTA - MASCARENHAS RECIFE/PE;10230480001960;09:00;12:00
02/04/2026;QUINTA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;FERREIRA COSTA;FERREIRA COSTA - CONEGO RECIFE/PE;10230480000483;13:30;18:00
03/04/2026;SEXTA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - IMBIRIBEIRA/PE;92660406000623;09:00;12:00
03/04/2026;SEXTA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - RECIFE/PE;08824171001119;13:30;18:00
06/04/2026;SEGUNDA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - RECIFE/PE;92660406004106;09:00;12:00
06/04/2026;SEGUNDA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - BOA VIAGEM/PE;08824171003596;13:30;18:00
07/04/2026;TERÇA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - RECIFE/PE;92660406004106;09:00;12:00
07/04/2026;TERÇA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - BOA VIAGEM/PE;08824171003596;13:30;18:00
08/04/2026;QUARTA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - JOAO PESSOA/PB;08824171004649;13:30;17:00
08/04/2026;QUARTA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - JOAO PESSOA/PB;92660406002677;09:00;12:00
09/04/2026;QUINTA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;MAGNO PRIME;MAGNO - CABEDELO/PB;06008005000309;09:00;12:00
09/04/2026;QUINTA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - JOAO PESSOA/PB;92660406002677;13:30;17:00
10/04/2026;SEXTA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;FRIGELAR;FRIGELAR - RECIFE/PE;92660406004106;09:00;12:00
10/04/2026;SEXTA-FEIRA;LUIZ FALCAO DE SOUZA NETO;NE_2;NE;CONSULTOR - NE;CLIMA RIO;CLIMA RIO - BOA VIAGEM/PE;08824171003596;13:30;18:00
01/04/2026;QUARTA-FEIRA;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;CLIMA RIO;CLIMA RIO - NAVEGANTES/RS;08824171002352;09:00;13:30
01/04/2026;QUARTA-FEIRA;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;FRIGELAR - NAVEGANTES/RS;92660406003053;14:00;18:00
02/04/2026;QUINTA-FEIRA;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;FRIGELAR - SAO GERALDO/RS;92660406000119;09:00;13:30
02/04/2026;QUINTA-FEIRA;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;FRIGELAR - CANOAS/RS;92660406007202;14:00;18:00
03/04/2026;SEXTA-FEIRA;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;WEBCONTINENTAL ;WEBCONTINENTAL - MATRIZ NAVEGANTES/RS;08584116000127;09:00;13:30
03/04/2026;SEXTA-FEIRA;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;CLIMA RIO;CLIMA RIO - NAVEGANTES/RS;08824171002352;14:00;18:00
06/04/2026;SEGUNDA-FEIRA;MARCIO JOSE FLORES PEREIRA;SUL_1;SUL;CONSULTOR - SUL;FRIGELAR;FRIGELAR - NOVO HAMBURGO/RS;92660406007717;09:00;13:30
